,text_1,text_2,label,POS dist score,1-gram_overlap,chrf_score_norm,WMD,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F,BertScore,L2_score
125,", particularly the","and , in particular , the",3.667,0.0,1.6666666666666665,3.2407407407407405,1.5838417049623157,3.333333333333333,1.6666666666666665,2.2222222222222223,0.0,0.0,0.0,3.333333333333333,1.6666666666666665,2.2222222222222223,4.5256,2.8855090584163294
126,seems to be an,now seems to,2.667,0.0,2.8571428571428568,2.5811209439528024,1.6709064965546558,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.3634,2.265705047009148
127,endangered wildlife in,endangered species in,2.333,2.9720351505380163,3.333333333333333,2.5343642611683848,1.8314870298700765,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.658,2.9423955646698086
128,", activities and","operations , and",3.0,2.8339553822225905,2.5,1.2962962962962965,2.3617063241445946,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.5044,2.4982766695257284
129,/ or recommendations,audit recommendations,2.667,3.9285926891967566,2.5,3.835227272727273,1.5061482266026027,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.6325,0.8625193851186932
130,purposes are,"goals and objectives ,",4.0,0.4423515160948135,0.0,0.9523809523809524,3.6409723279914914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1771,1.0097253846892085
131,you worry,you 're worried about,4.333,0.0,1.6666666666666665,2.5974025974025974,3.073310764434681,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.3662,2.201141545131463
132,report refers to the,report mentions the,5.0,3.7899133939049428,2.8571428571428568,2.0593869731800765,1.3772076962941888,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.4453,2.462809952042426
133,relating to the situation in,regarding the situation in,4.667,5.0,3.333333333333333,3.3926218708827403,1.0072256603871037,3.0,3.75,3.3333333333333326,2.5,3.333333333333333,2.8571428571428577,3.0,3.75,3.3333333333333326,4.7362,3.487210112761315
134,provincial and territorial,the provinces and territories,3.667,0.0,1.4285714285714284,3.3613445378151257,1.6617716881041151,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.4916,1.116984070187097
135,provisional agreement,interim agreement,3.333,5.0,2.5,2.2559852670349905,2.0765721083337785,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.9788,2.2867004241485267
136,why do i say that,why would they be doing that,3.0,0.0,1.8181818181818186,1.86965811965812,2.188314275921261,2.0,1.6666666666666665,1.818181818181818,0.0,0.0,0.0,2.0,1.6666666666666665,1.818181818181818,4.4375,2.5290801837918484
137,center of gaza strip,central gaza strip,4.667,5.0,2.8571428571428568,2.9865125240847785,1.1381896896395882,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.8103,2.1046077885266157
138,on the question of the,on the issue of,3.0,3.036910419320657,3.75,1.6843971631205676,1.2273188936273849,3.0,3.75,3.3333333333333326,1.25,1.6666666666666665,1.4285714285714284,3.0,3.75,3.3333333333333326,4.7331,2.9582243957944474
139,are reproduced in annex,appear in annex,3.0,5.0,2.8571428571428568,1.8612521150592216,2.3930198669253655,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.6967,2.662977511633577
140,"- yes , she did","yes , that 's it",3.333,0.0,1.4285714285714284,1.7195767195767195,2.8368886081912272,2.0,2.0,2.0000000000000004,1.25,1.25,1.25,2.0,2.0,2.0000000000000004,4.2199,2.8485152421094524
141,advice from the,to the views of the,3.0,2.5687415304919203,1.4285714285714284,1.1627906976744184,2.6066442219935824,1.6666666666666665,1.0,1.25,0.0,0.0,0.0,1.6666666666666665,1.0,1.25,4.1935,1.8658084343088475
142,have thus been,have therefore been,3.333,0.0,3.333333333333333,2.916666666666667,2.1267966254405906,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.6867,3.489204534207139
143,referred to in paragraph,referred to in section,4.333,2.6127283418853158,3.75,2.934272300469484,2.6326289360994157,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.8398,3.434023504949736
144,are accepted,is to be adopted,2.0,0.0,0.0,1.3468013468013464,2.8562292873875537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4001,1.822308904513084
145,"of data ,",data are available,2.667,5.0,2.0,1.8018018018018012,3.4794507765562703,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.0808,1.6762495993930067
146,certain circumstances -lrb-,some cases -lrb-,4.667,2.3898884647203222,1.6666666666666665,1.4245014245014245,2.7402912890309317,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.7761,1.3092453579077379
147,are fundamental,is a key factor,3.0,0.0,0.0,0.5333333333333334,3.090821439430837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3106,1.5233946966775491
148,- how 're you doing,- how you doing,4.0,0.0,4.285714285714286,3.3643892339544514,1.2810110411689577,4.0,5.0,4.4444444444444455,2.5,3.333333333333333,2.8571428571428577,4.0,5.0,4.4444444444444455,4.6822,3.3090981763392424
149,a bit tired,really tired,3.667,0.0,2.0,2.1317829457364343,2.7237261810627933,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.6041,1.799731145411506
150,various regional groups,regional groups,3.667,5.0,4.0,3.172588832487309,1.0071623909546277,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,4.7331,2.830805844614852
151,relationships are,relations officer,1.6669999999999998,0.22773072730482014,0.0,2.528735632183908,1.589280202613354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3364,0.7038229496251258
152,given time,given point in time,3.0,5.0,3.333333333333333,3.869047619047618,1.5553785611618307,5.0,2.5,3.333333333333333,0.0,0.0,0.0,5.0,2.5,3.333333333333333,4.3685,2.071976328668376
153,attach importance to,attached special importance to,3.667,5.0,2.8571428571428568,4.0540540540540535,1.1827307800192468,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.6922,2.383227603156145
154,police officers and,", the police and",3.333,5.0,3.333333333333333,1.9547325102880653,2.103996781568624,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,4.4679,2.2074150067943448
155,used to think that,was just thinking that,3.333,0.0,1.25,2.1488469601677145,2.0285083687397183,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,4.5697,2.2046796660033943
156,assumed responsibility,they are responsible for,3.667,0.0,0.0,2.1150592216582065,2.130033006684751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4647,1.0994619776040961
157,departments of education,ministry of education,4.333,4.0987293517411025,3.333333333333333,2.672955974842768,1.5923010701754654,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.9819,2.010482372164711
158,of the tribunal for the,of the courts to,3.0,2.7682329864042363,2.5,1.4309764309764312,2.1256350468477168,2.0,2.5,2.2222222222222223,1.25,1.6666666666666665,1.4285714285714284,2.0,2.5,2.2222222222222223,4.3958,2.596472992135198
159,it supported the,and endorsed the,2.0,0.0,1.6666666666666665,1.6049382716049383,2.7448401420913497,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5378,2.419454972776265
160,"dominic , i am so sorry",- i 'm sorry,4.0,3.9552490824875806,2.5,1.331615120274914,2.6446737635249447,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.3828,2.7058247630373615
161,aims to,is making an effort to,2.333,2.8705570151916824,1.4285714285714284,1.5277777777777781,2.7748263347324,2.5,1.0,1.4285714285714284,0.0,0.0,0.0,2.5,1.0,1.4285714285714284,4.2169,1.6434151736773832
162,'s very important for,was very important for,4.667,0.0,3.75,4.704301075268818,0.7441993726479014,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.79,3.0955549161713423
163,everything looks,all this is,3.333,0.0,0.0,0.5769230769230769,4.6000198908755525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3319,1.0941651325204176
164,apply them,to be implemented,3.667,0.0,0.0,0.8130081300813009,3.460556057652456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4249,0.7955700947599968
165,of small arms .,of use of nuclear weapons .,2.0,0.5123795095284249,1.4285714285714284,1.1557177615571776,3.4658278283767023,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.3289,1.725246121159592
166,non-governmental organizations,the non-governmental organisations,4.333,4.038070685534602,2.8571428571428568,4.301075268817203,0.6964824172839421,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.75,2.542426128571604
167,are implemented,be put into effect,3.333,0.0,0.0,0.7161458333333335,3.098119905740529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6178,1.6547762501882444
168,is illustrated in,is listed in,4.0,0.0,3.333333333333333,1.8452380952380951,1.4883286161861335,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.6529,2.2072862738199848
169,and the costs of,and cost of,5.0,3.995621021128726,2.8571428571428568,1.9230769230769231,1.3332896384344923,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.7177,2.7583952692417273
170,of people with disabilities,of persons with disabilities,5.0,4.01541915711794,3.75,3.6924119241192415,0.9944636489688816,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.9142,3.6161523173564123
171,are at present,is currently the,3.0,0.0,0.0,0.9971509971509972,2.878570011991508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3625,1.9533656500081813
172,been actively involved,actively engaged,5.0,0.0,2.0,1.984126984126984,1.9548646122333195,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.6026,2.0657476573104416
173,participate effectively in,be actively involved in,3.667,0.0,1.4285714285714284,1.831896551724138,2.290210888315141,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.4927,1.8088411175751142
174,'s hard to believe,is hard to believe,4.0,0.0,3.75,4.677419354838709,0.5385857586944426,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.6745,3.461948067552049
175,but were,", but rather that",3.333,0.0,2.0,1.6927083333333337,3.57612559356237,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.0787,2.4914517859617287
176,all necessary steps to,all measures necessary,4.667,3.0623020256892195,2.8571428571428568,2.5213675213675213,1.4653012714738278,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.5409,2.1433830374166307
177,the baltic states,the baltic sea,2.667,2.3296994456014377,3.333333333333333,3.4624413145539905,0.966612879016274,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.7006,2.108232044600369
178,the goals set out in,the objectives set forth in,3.0,0.0,3.0,1.8772893772893773,2.1436723943854754,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,4.7122,2.9010029019106103
179,each state party to,states parties to,3.667,3.404170917281208,1.4285714285714284,1.8916155419222904,1.6662441104861256,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.52,2.0190072513937616
180,documentation and,documents and to,4.0,3.159529017810568,2.0,2.604166666666667,1.0235755389102854,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.6285,2.452584763929409
181,will leave,'m leaving,3.667,0.0,0.0,1.7777777777777777,3.0468461451975064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2708,1.9750469765729792
182,plenary meetings and,plenary sessions and,3.667,3.3332660143136446,3.333333333333333,2.4285714285714284,1.3674776543946112,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.7929,3.3694930476676594
183,", but rather that",", but it is",3.333,0.0,1.6666666666666665,1.3788968824940049,3.529526001767765,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.2575,2.9717671986627305
184,cases even,case then,3.667,3.626807339450834,0.0,1.5765765765765765,1.9808550499825164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225,1.4048682739056821
185,"report , dated",report of the work of the,3.333,5.0,1.6666666666666665,1.9841269841269842,2.608535878152232,1.6666666666666665,0.8333333333333333,1.1111111111111112,0.0,0.0,0.0,1.6666666666666665,0.8333333333333333,1.1111111111111112,4.1698,1.7980729644717037
186,agreement reached,to reaching,1.3330000000000002,0.0,0.0,1.4388489208633093,2.3639429387865074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4665,0.40010177109009515
187,development of a,of setting up a,3.667,0.0,2.8571428571428568,0.8084577114427859,3.2584824433007267,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,4.2672,1.8798268601006458
188,persons with reduced mobility,passengers with reduced mobility,5.0,3.791976845217854,3.75,4.073383084577115,0.7638421373736904,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.998,2.6083698296013926
189,the knowledge and,the skills and,2.667,3.1713859766657473,3.333333333333333,1.2910798122065728,2.7890492356437315,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.6859,2.608041106349348
190,measured in,measured during,4.0,0.0,2.5,3.93258426966292,1.2684731526271955,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.5243,2.876814414534962
191,", the sources said",the officials said,4.667,3.1869364939859794,3.333333333333333,1.7741935483870972,2.1366766228855703,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.7138,2.749220773981481
192,had originally been,had initially been,4.667,0.0,3.333333333333333,2.6930894308943087,1.1659386171785304,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.6297,3.7513210790817624
193,and we are,", and we stand",3.667,0.0,3.333333333333333,3.0590717299578056,2.48062177369573,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.3174,2.947902892864848
194,most of its,the majority of its,2.667,0.0,2.8571428571428568,2.6881720430107525,2.3927012573773503,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.5937,2.649466500485239
195,where are you taking him ?,wh-where are you taking him ?,4.667,0.0,4.545454545454546,4.936974789915967,0.7779156236364476,4.166666666666667,4.166666666666667,4.166666666666667,4.0,4.0,4.000000000000001,4.166666666666667,4.166666666666667,4.166666666666667,4.7377,4.19397551918541
196,concepts and,to the principles and,2.667,3.258704913174677,1.6666666666666665,1.7628205128205128,2.0282266616302733,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.4423,1.9082878100961231
197,"yes , that 's true .","yes , it does .",2.333,0.0,1.4285714285714284,1.4705882352941178,2.705037801264294,2.5,3.0,2.727272727272727,1.0,1.25,1.1111111111111112,2.5,3.0,2.727272727272727,4.3979,3.035176332226543
198,of facilitating and,facilitation and,4.333,3.3424127658290628,2.0,2.9320987654320985,0.7371554565663451,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.4302,2.207303187641434
199,to implement its,to carry out the,4.333,0.0,1.4285714285714284,0.6790123456790125,3.807206846294247,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.5991,2.284423009412354
200,rates at,rate is,3.0,3.5241948257544093,0.0,1.851851851851852,1.587512432731331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3388,2.107822041039696
201,strives to,to pursue efforts to,3.333,2.453276370869008,2.0,1.3725490196078431,2.2072487783109347,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.313,1.8363376665291011
202,are currently under,is under way,4.667,0.0,1.6666666666666665,1.2658227848101264,2.7269875870573395,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.1207,2.1105733559953483
203,'s what it is,'s exactly right,3.0,0.0,1.4285714285714284,0.9259259259259258,3.460333827869842,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.2822,1.6504641653755785
204,and non-governmental organizations ;,and ngos ;,4.333,3.105599610155909,1.6666666666666665,0.6472491909385113,2.613149666799373,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.2768,1.7244759158458454
205,established within,created in,3.333,0.0,0.0,0.6802721088435375,2.9128336963619645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3498,1.3946629751938135
206,moved forward,move ahead,3.667,0.0,0.0,1.062091503267974,2.918699971871465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4657,1.6464530839409157
207,is thanks to,thank you to,2.667,4.1473246963383525,1.6666666666666665,1.929824561403509,1.9151735421991352,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5465,1.6393724571322328
208,these programmes,the two programmes,4.667,5.0,2.0,3.5279805352798057,1.1017369605475895,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.7308,2.3023967636718177
209,their special needs,their particular needs,4.333,5.0,3.333333333333333,2.3313492063492065,1.4143090991628189,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.5967,2.5283225072347304
210,the euro area,the euro zone,3.667,1.1270391671220388,3.333333333333333,3.1746031746031744,1.8409769927607071,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.9318,3.387650191602275
211,a view to improving,to help improve,3.333,0.0,1.4285714285714284,1.7598343685300204,2.79208740474002,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.435,1.5952793774911869
212,'s losing,is losing,3.333,0.0,2.5,4.230769230769232,1.0098430262246132,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.6634,2.5654106024352394
