,text_1,text_2,label,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F,POS dist score,WMD,1-gram_overlap,BertScore,chrf_score_norm,L2_score
123,all members of,the states members of,4.0,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.3441393234944299,2.1034495486562803,2.8571428571428568,4.5409,3.551912568306012,2.37970578458674
124,you 're talking,you talk,3.333,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,2.7319901877592425,2.0,4.2705,1.6949152542372878,2.367974740415824
125,", particularly the","and , in particular , the",3.667,3.333333333333333,1.6666666666666665,2.2222222222222223,0.0,0.0,0.0,3.333333333333333,1.6666666666666665,2.2222222222222223,0.0,1.5838417049623157,1.6666666666666665,4.5256,3.2407407407407405,1.72222596305189
126,seems to be an,now seems to,2.667,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.0,1.6709064965546558,2.8571428571428568,4.3634,2.5811209439528024,2.4262880385671726
127,endangered wildlife in,endangered species in,2.333,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,2.2325236826835475,1.8314870298700765,3.333333333333333,4.658,2.5343642611683848,1.6576061301296967
128,", activities and","operations , and",3.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,2.361099715387706,2.3617063241445946,2.5,4.5044,1.2962962962962965,2.1620999141902106
129,/ or recommendations,audit recommendations,2.667,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,1.3418039568723106,1.5061482266026027,2.5,4.6325,3.835227272727273,4.02022707616862
130,purposes are,"goals and objectives ,",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.588094594204308,3.6409723279914914,0.0,4.1771,0.9523809523809524,3.8530094401442687
131,you worry,you 're worried about,4.333,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.0,3.073310764434681,1.6666666666666665,4.3662,2.5974025974025974,2.499628501516637
132,report refers to the,report mentions the,5.0,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,1.4709382523912422,1.3772076962941888,2.8571428571428568,4.4453,2.0593869731800765,2.2023880863598544
133,relating to the situation in,regarding the situation in,4.667,3.0,3.75,3.3333333333333326,2.5,3.333333333333333,2.8571428571428577,3.0,3.75,3.3333333333333326,0.3441393234944299,1.0072256603871037,3.333333333333333,4.7362,3.3926218708827403,1.0387278162747202
134,provincial and territorial,the provinces and territories,3.667,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,1.6617716881041151,1.4285714285714284,4.4916,3.3613445378151257,3.731169678963579
135,provisional agreement,interim agreement,3.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,2.0765721083337785,2.5,4.9788,2.2559852670349905,2.402438485268193
136,why do i say that,why would they be doing that,3.0,2.0,1.6666666666666665,1.818181818181818,0.0,0.0,0.0,2.0,1.6666666666666665,1.818181818181818,0.0,2.188314275921261,1.8181818181818186,4.4375,1.86965811965812,2.1271088754292156
137,center of gaza strip,central gaza strip,4.667,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.3441393234944299,1.1381896896395882,2.8571428571428568,4.8103,2.9865125240847785,2.6092853539758343
138,on the question of the,on the issue of,3.0,3.0,3.75,3.3333333333333326,1.25,1.6666666666666665,1.4285714285714284,3.0,3.75,3.3333333333333326,2.172113640122982,1.2273188936273849,3.75,4.7331,1.6843971631205676,1.6396254790053322
139,are reproduced in annex,appear in annex,3.0,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.3441393234944299,2.3930198669253655,2.8571428571428568,4.6967,1.8612521150592216,1.9750091329119548
140,"- yes , she did","yes , that 's it",3.333,2.0,2.0,2.0000000000000004,1.25,1.25,1.25,2.0,2.0,2.0000000000000004,0.0,2.8368886081912272,1.4285714285714284,4.2199,1.7195767195767195,1.764248832557232
141,advice from the,to the views of the,3.0,1.6666666666666665,1.0,1.25,0.0,0.0,0.0,1.6666666666666665,1.0,1.25,2.6080594640151866,2.6066442219935824,1.4285714285714284,4.1935,1.1627906976744184,2.8805478270607625
142,have thus been,have therefore been,3.333,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,2.1267966254405906,3.333333333333333,4.6867,2.916666666666667,1.036462267041809
143,referred to in paragraph,referred to in section,4.333,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,2.5671001709249115,2.6326289360994157,3.75,4.8398,2.934272300469484,1.099144775178262
144,are accepted,is to be adopted,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8562292873875537,0.0,4.4001,1.3468013468013464,2.9299608167611857
145,"of data ,",data are available,2.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.3441393234944299,3.4794507765562703,2.0,4.0808,1.8018018018018012,3.0958758731637555
146,certain circumstances -lrb-,some cases -lrb-,4.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.7746024551748767,2.7402912890309317,1.6666666666666665,4.7761,1.4245014245014245,3.5127718003075348
147,are fundamental,is a key factor,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.090821439430837,0.0,4.3106,0.5333333333333334,3.269510341605153
148,- how 're you doing,- how you doing,4.0,4.0,5.0,4.4444444444444455,2.5,3.333333333333333,2.8571428571428577,4.0,5.0,4.4444444444444455,0.0,1.2810110411689577,4.285714285714286,4.6822,3.3643892339544514,1.2410528372868666
149,a bit tired,really tired,3.667,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,2.7237261810627933,2.0,4.6041,2.1317829457364343,2.955607865894429
150,various regional groups,regional groups,3.667,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,0.3441393234944299,1.0071623909546277,4.0,4.7331,3.172588832487309,1.7843657000293622
151,relationships are,relations officer,1.6669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.787943492381895,1.589280202613354,0.0,4.3364,2.528735632183908,4.2004971933251785
152,given time,given point in time,3.0,5.0,2.5,3.333333333333333,0.0,0.0,0.0,5.0,2.5,3.333333333333333,0.3441393234944299,1.5553785611618307,3.333333333333333,4.3685,3.869047619047618,2.646352834876329
153,attach importance to,attached special importance to,3.667,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.3441393234944299,1.1827307800192468,2.8571428571428568,4.6922,4.0540540540540535,2.2927891045850286
154,police officers and,", the police and",3.333,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,0.3441393234944299,2.103996781568624,3.333333333333333,4.4679,1.9547325102880653,2.492502206175298
155,used to think that,was just thinking that,3.333,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,0.0,2.0285083687397183,1.25,4.5697,2.1488469601677145,2.495609397608516
156,assumed responsibility,they are responsible for,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.130033006684751,0.0,4.4647,2.1150592216582065,3.7510737787181934
157,departments of education,ministry of education,4.333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,1.183377437517887,1.5923010701754654,3.333333333333333,4.9819,2.672955974842768,2.7162064690103196
158,of the tribunal for the,of the courts to,3.0,2.0,2.5,2.2222222222222223,1.25,1.6666666666666665,1.4285714285714284,2.0,2.5,2.2222222222222223,2.4222985790389875,2.1256350468477168,2.5,4.3958,1.4309764309764312,2.050554481388918
159,it supported the,and endorsed the,2.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.7448401420913497,1.6666666666666665,4.5378,1.6049382716049383,2.2516368748869784
160,"dominic , i am so sorry",- i 'm sorry,4.0,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,1.3169822662122674,2.6446737635249447,2.5,4.3828,1.331615120274914,1.9263370943348193
161,aims to,is making an effort to,2.333,2.5,1.0,1.4285714285714284,0.0,0.0,0.0,2.5,1.0,1.4285714285714284,2.3270172946603687,2.7748263347324,1.4285714285714284,4.2169,1.5277777777777781,3.133173911724702
162,'s very important for,was very important for,4.667,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.0,0.7441993726479014,3.75,4.79,4.704301075268818,1.4836258251976218
163,everything looks,all this is,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6000198908755525,0.0,4.3319,0.5769230769230769,3.757090693218038
164,apply them,to be implemented,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.460556057652456,0.0,4.4249,0.8130081300813009,4.096277659024968
165,of small arms .,of use of nuclear weapons .,2.0,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.522886478027879,3.4658278283767023,1.4285714285714284,4.3289,1.1557177615571776,3.040218613492764
166,non-governmental organizations,the non-governmental organisations,4.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,1.2398610972539117,0.6964824172839421,2.8571428571428568,4.75,4.301075268817203,2.1119486418579387
167,are implemented,be put into effect,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.098119905740529,0.0,4.6178,0.7161458333333335,3.120268375521145
168,is illustrated in,is listed in,4.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,1.4883286161861335,3.333333333333333,4.6529,1.8452380952380951,2.4926484395062336
169,and the costs of,and cost of,5.0,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,1.2793890419015463,1.3332896384344923,2.8571428571428568,4.7177,1.9230769230769231,1.8666199917863833
170,of people with disabilities,of persons with disabilities,5.0,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,1.260953569337489,0.9944636489688816,3.75,4.9142,3.6924119241192415,0.892256811702438
171,are at present,is currently the,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.878570011991508,0.0,4.3625,0.9971509971509972,2.7810878140936732
172,been actively involved,actively engaged,5.0,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,1.9548646122333195,2.0,4.6026,1.984126984126984,2.6534282509808707
173,participate effectively in,be actively involved in,3.667,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,2.290210888315141,1.4285714285714284,4.4927,1.831896551724138,2.9452594560885057
174,'s hard to believe,is hard to believe,4.0,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.0,0.5385857586944426,3.75,4.6745,4.677419354838709,1.0674240616272088
175,but were,", but rather that",3.333,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.0,3.57612559356237,2.0,4.0787,1.6927083333333337,2.1698525934223287
176,all necessary steps to,all measures necessary,4.667,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,2.1484696838020425,1.4653012714738278,2.8571428571428568,4.5409,2.5213675213675213,2.5652388784615114
177,the baltic states,the baltic sea,2.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,2.830648792629487,0.966612879016274,3.333333333333333,4.7006,3.4624413145539905,2.6051684053815647
178,the goals set out in,the objectives set forth in,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,2.1436723943854754,3.0,4.7122,1.8772893772893773,1.7046258388069282
179,each state party to,states parties to,3.667,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,1.8301308980253055,1.6662441104861256,1.4285714285714284,4.52,1.8916155419222904,2.7065226914724887
180,documentation and,documents and to,4.0,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,2.0579346179395017,1.0235755389102854,2.0,4.6285,2.604166666666667,2.214003318002257
181,will leave,'m leaving,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0468461451975064,0.0,4.2708,1.7777777777777777,2.756459061294092
182,plenary meetings and,plenary sessions and,3.667,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,1.8961555679249298,1.3674776543946112,3.333333333333333,4.7929,2.4285714285714284,1.1724477013481307
183,", but rather that",", but it is",3.333,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,0.0,3.529526001767765,1.6666666666666665,4.2575,1.3788968824940049,1.6242416258513488
184,cases even,case then,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6228180653978141,1.9808550499825164,0.0,4.225,1.5765765765765765,3.4041496109295006
185,"report , dated",report of the work of the,3.333,1.6666666666666665,0.8333333333333333,1.1111111111111112,0.0,0.0,0.0,1.6666666666666665,0.8333333333333333,1.1111111111111112,0.3441393234944299,2.608535878152232,1.6666666666666665,4.1698,1.9841269841269842,2.957491465052502
186,agreement reached,to reaching,1.3330000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3639429387865074,0.0,4.4665,1.4388489208633093,4.545507163253947
187,development of a,of setting up a,3.667,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,0.0,3.2584824433007267,2.8571428571428568,4.2672,0.8084577114427859,2.86462369333981
188,persons with reduced mobility,passengers with reduced mobility,5.0,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,1.469016824026109,0.7638421373736904,3.75,4.998,4.073383084577115,2.0370403512375175
189,the knowledge and,the skills and,2.667,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,2.0468937482441474,2.7890492356437315,3.333333333333333,4.6859,1.2910798122065728,2.0374137621397463
190,measured in,measured during,4.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,1.2684731526271955,2.5,4.5243,3.93258426966292,1.7321025835711474
191,", the sources said",the officials said,4.667,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,2.0324135398260297,2.1366766228855703,3.333333333333333,4.7138,1.7741935483870972,1.8770416961572034
192,had originally been,had initially been,4.667,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,1.1659386171785304,3.333333333333333,4.6297,2.6930894308943087,0.7387127926679103
193,and we are,", and we stand",3.667,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,2.48062177369573,3.333333333333333,4.3174,3.0590717299578056,1.6513501187967914
194,most of its,the majority of its,2.667,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,2.3927012573773503,2.8571428571428568,4.5937,2.6881720430107525,1.990356872481778
195,where are you taking him ?,wh-where are you taking him ?,4.667,4.166666666666667,4.166666666666667,4.166666666666667,4.0,4.0,4.000000000000001,4.166666666666667,4.166666666666667,4.166666666666667,0.0,0.7779156236364476,4.545454545454546,4.7377,4.936974789915967,0.23588254617135085
196,concepts and,to the principles and,2.667,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,1.9655847876829047,2.0282266616302733,1.6666666666666665,4.4423,1.7628205128205128,2.832293674243196
197,"yes , that 's true .","yes , it does .",2.333,2.5,3.0,2.727272727272727,1.0,1.25,1.1111111111111112,2.5,3.0,2.727272727272727,0.0,2.705037801264294,1.4285714285714284,4.3979,1.4705882352941178,1.552212459595704
198,of facilitating and,facilitation and,4.333,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,1.8876383677852495,0.7371554565663451,2.0,4.4302,2.9320987654320985,2.492629226367862
199,to implement its,to carry out the,4.333,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,3.807206846294247,1.4285714285714284,4.5991,0.6790123456790125,2.405025498769959
200,rates at,rate is,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7183679788851287,1.587512432731331,0.0,4.3388,1.851851851851852,2.605634146087631
201,strives to,to pursue efforts to,3.333,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,2.715577403254138,2.2072487783109347,2.0,4.313,1.3725490196078431,2.9140249416778956
202,are currently under,is under way,4.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.7269875870573395,1.6666666666666665,4.1207,1.2658227848101264,2.602508808912619
203,'s what it is,'s exactly right,3.0,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,0.0,3.460333827869842,1.4285714285714284,4.2822,0.9259259259259258,3.125166658409168
204,and non-governmental organizations ;,and ngos ;,4.333,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,2.1081521796208147,2.613149666799373,1.6666666666666665,4.2768,0.6472491909385113,3.0410935228863614
205,established within,created in,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9128336963619645,0.0,4.3498,0.6802721088435375,3.415742249344374
206,moved forward,move ahead,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.918699971871465,0.0,4.4657,1.062091503267974,3.129723018593959
207,is thanks to,thank you to,2.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.1381268067235717,1.9151735421991352,1.6666666666666665,4.5465,1.929824561403509,3.137766207594224
208,these programmes,the two programmes,4.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.3441393234944299,1.1017369605475895,2.0,4.7308,3.5279805352798057,2.3846083370610676
209,their special needs,their particular needs,4.333,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,1.4143090991628189,3.333333333333333,4.5967,2.3313492063492065,2.1279695528684637
210,the euro area,the euro zone,3.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,3.950532532182982,1.8409769927607071,3.333333333333333,4.9318,3.1746031746031744,1.1518222194074579
